id,company_id,year,net_profit_margin_pct,operating_profit_margin_pct,return_on_equity_pct,roce_percentage,debt_to_equity,interest_coverage,asset_turnover,free_cash_flow_cr,capex_cr,earnings_per_share,book_value_per_share,dividend_payout_ratio_pct,total_debt_cr,cash_from_operations_cr,cfo_pat_ratio,revenue_cagr_3yr,revenue_cagr_3yr_flag,revenue_cagr_5yr,revenue_cagr_5yr_flag,revenue_cagr_10yr,revenue_cagr_10yr_flag,pat_cagr_3yr,pat_cagr_3yr_flag,pat_cagr_5yr,pat_cagr_5yr_flag,pat_cagr_10yr,pat_cagr_10yr_flag,eps_cagr_3yr,eps_cagr_3yr_flag,eps_cagr_5yr,eps_cagr_5yr_flag,eps_cagr_10yr,eps_cagr_10yr_flag,composite_quality_score,sector_relative_score,year_num,company_name,broad_sector,return_on_equity_pct_z,debt_to_equity_z,operating_profit_margin_pct_z,net_profit_margin_pct_z,revenue_cagr_5yr_z,pat_cagr_5yr_z,free_cash_flow_cr_z,is_outlier
2925,INDIGO,Mar 2024,11.852722628584697,76.29890862649484,892.568306010929,24.5,0.018579234972677595,22.612639724849526,56.38625204582652,9424.0,17.065772669220944,212.0,19.0625,0.0,17.0,21183.0,2.5937308681278317,67.58091776468258,,19.313355125806165,,,,,TURNAROUND,120.69250867467933,,,,,TURNAROUND,121.23568222761168,,,,78.73,94.68,2024.0,Interglobe Aviation Ltd,Consumer Discretionary,3.6029637946835535,-0.6430170560708017,2.1360748439323634,0.05247948370964686,0.6732120876210422,2.92930885179328,0.4101004747952182,True
2374,ADANIGREEN,Mar 2024,13.665943600867678,79.3709327548807,12.812690665039659,96.5,6.595281675818589,1.713943268078306,0.10467043571055559,-13347.0,228.4164859002169,7.0,6.208333333333333,0.0,64858.0,7713.0,6.121428571428571,43.44099813858789,,34.976172926382844,,,,90.58982840512462,,,TURNAROUND,,,91.29311827723889,,,TURNAROUND,,,39.45,47.96,2024.0,Adani Green Energy Ltd,Energy,-0.47264691042819823,3.2615183991473167,1.9263468089129687,-0.1883956110143915,2.7523651388219115,,-1.5845361037581838,True
3245,PNB,Mar 2024,8.395910695456838,,61.320565191187306,1.63,3.684256345007701,,1.5070262950629396,-29445.0,1.3808279466373263,8.0,57.434615384615384,18.0,55017.0,-27939.0,-3.0511084416293546,10.003199043012213,,15.902076009106025,,,,50.336631443573786,,,TURNAROUND,,,58.74010519681994,,,TURNAROUND,,,29.93,41.13,2024.0,Punjab National Bank,Financials,3.3259924548704793,-0.2753855798835012,,-0.34789590617086963,-0.3555718488934247,,-0.39712023861481677,True
3387,TATAMOTORS,Mar 2024,7.263066074788551,13.595385542828959,37.45613415294755,20.1,1.2631244259167667,6.530242339274985,1.1851234435931923,45133.0,5.2022250232915,94.0,110.85900783289817,7.0,107262.0,67915.0,2.135221806520577,20.579364569370973,,7.7201595386239275,,,,,TURNAROUND,,TURNAROUND,,,,TURNAROUND,,TURNAROUND,,,59.27,67.28,2024.0,Tata Motors Ltd,Consumer Discretionary,-0.22027920272392965,0.5337718206435833,-0.5024640730772211,-0.6310168675149826,-0.6939249237864787,,3.3508028753585486,True
2499,BAJAJHLDNG,Mar 2024,432.7262044653349,91.7743830787309,13.576787656460265,13.1,0.0011613545449517945,3764.5,0.026119918356071883,1469.0,27.73207990599295,653.0,488.7117117117117,20.0,63.0,1941.0,0.26354378818737273,55.00574158769729,,31.612293448969165,,,,26.318822706492305,,19.297559063731295,,,,25.799750331593962,,18.96864732798973,,,,63.98,90.07,2024.0,Bajaj Holdings & Investment Ltd,Financials,-0.42684172994596425,-1.1676101186902363,1.1027500414125855,4.598901003085162,2.6757990293000375,-0.4946738317470138,0.5108345448814958,True
