id,company_id,year,net_profit_margin_pct,operating_profit_margin_pct,return_on_equity_pct,roce_percentage,debt_to_equity,interest_coverage,asset_turnover,free_cash_flow_cr,capex_cr,earnings_per_share,book_value_per_share,dividend_payout_ratio_pct,total_debt_cr,cash_from_operations_cr,cfo_pat_ratio,revenue_cagr_3yr,revenue_cagr_3yr_flag,revenue_cagr_5yr,revenue_cagr_5yr_flag,revenue_cagr_10yr,revenue_cagr_10yr_flag,pat_cagr_3yr,pat_cagr_3yr_flag,pat_cagr_5yr,pat_cagr_5yr_flag,pat_cagr_10yr,pat_cagr_10yr_flag,eps_cagr_3yr,eps_cagr_3yr_flag,eps_cagr_5yr,eps_cagr_5yr_flag,eps_cagr_10yr,eps_cagr_10yr_flag,composite_quality_score,sector_relative_score,year_num,market_cap_crore,pe_ratio,pb_ratio,dividend_yield_pct,company_name,broad_sector,sub_sector
2460,AXISBANK,Mar 2024,22.73130411725443,34.69264599658038,15.832712405189048,7.06,8.249122739980766,1.691203992514036,0.0720367478374617,-14556.0,8.229937185125584,81.0,254.49432739059966,1.0,1295302.0,-5555.0,-0.2234423394071035,19.966046890428714,,14.743587120514379,,,,55.68795030685318,,39.67228711897934,,,,54.414274760026785,,35.09600385206135,,,,34.22,47.3,2024.0,,,,,Axis Bank Ltd,Financials,Private Banks
2473,BAJAJ-AUTO,Mar 2024,17.178515712057056,19.534209939826162,26.61418410330778,33.5,0.06601754022512257,174.41666666666666,1.1404534363562424,6486.0,0.16046356139959886,276.0,103.80645161290323,29.0,1912.0,6558.0,0.8508043591074209,17.384652616671946,,8.127604751021389,,,,16.642781522818396,,9.358917170384974,,,,17.995813862247644,,10.177276348465591,,,,66.03,76.8,2024.0,,,,,Bajaj Auto Ltd,Consumer Discretionary,Two Wheelers
2486,BAJAJFINSV,Mar 2024,14.128209309488865,37.04045949520755,25.850351412279537,21.14,4.789368120938867,2.197130112323319,0.2053943414307379,-79634.0,9.929155115870342,51.0,379.42138364779873,2.0,288933.0,-68674.0,-4.403590894517474,22.131490415528443,,20.97274568418761,,,,28.399964328592418,,23.74781614270227,,,,22.124851391248356,,20.589095060661244,,,,40.33,56.08,2024.0,,,,,Bajaj Finserv Ltd,Financials,Diversified Financials
2499,BAJAJHLDNG,Mar 2024,432.7262044653349,91.7743830787309,13.576787656460265,13.1,0.0011613545449517945,3764.5,0.026119918356071883,1469.0,27.73207990599295,653.0,488.7117117117117,20.0,63.0,1941.0,0.26354378818737273,55.00574158769729,,31.612293448969165,,,,26.318822706492305,,19.297559063731295,,,,25.799750331593962,,18.96864732798973,,,,63.98,90.07,2024.0,,,,,Bajaj Holdings & Investment Ltd,Financials,Holding Companies
2510,BAJFINANCE,Mar 2024,26.287928399912687,29.285818234737686,18.841921351830603,11.9,3.824788776468134,2689.1666666666665,0.14630251608816688,-79931.0,13.044822818889617,233.0,618.516129032258,15.0,293346.0,-72760.0,-5.034945678499758,27.259405758095312,,24.352642739542006,,,,48.41981202939976,,29.323134825979015,,,,47.23498631055778,,27.5561392815338,,,,47.27,66.05,2024.0,,,,,Bajaj Finance Ltd,Financials,Consumer Finance
2523,BANKBARODA,Mar 2024,15.93948250956673,37.4889127294537,15.761863790899902,6.33,12.143718727289434,1.8967477242617206,0.07153782236255685,-7559.0,1.0854965830088108,36.0,115.5530888030888,21.0,1453761.0,-6274.0,-0.3325030473263024,16.788839489625307,,17.477297665890944,,,,126.679000994827,,74.50588066551305,,,,128.94284851066638,,55.18455739153598,,,,33.69,46.54,2024.0,,,,,Bank of Baroda,Financials,Public Sector Banks
2536,BEL,Mar 2024,19.661535425300965,24.921057825143084,4744.047619047619,34.6,0.5119047619047619,476.75,125.88819875776397,-1265.0,29.228340240773633,5.0,7.636363636363637,40.0,43.0,4659.0,1.1691342534504392,12.8335418079377,,10.7508063318833,,,,23.80447523322802,,16.12648618019128,,,,18.56311014966876,,10.756634324829006,,,,66.21,84.27,2024.0,,,,,Bharat Electronics Ltd,Industrials,Defence Electronics
2549,BHARTIARTL,Mar 2024,5.706018055499993,52.20093077836007,10.35839213740181,13.1,2.6094723973904306,3.3055457435535147,0.3393112060793767,27809.0,34.063420943846594,13.0,28.717066388599235,62.0,215592.0,78898.0,9.219210095816779,14.232767250604962,,13.17410230151459,,,,,TURNAROUND,38.35662769365473,,,,,TURNAROUND,67.02776523348103,,,,58.66,88.29,2024.0,,,,,Bharti Airtel Ltd,Communication Services,Telecommunications
2562,BHEL,Mar 2024,1.180262001423011,2.9757669610346125,1.1539405843358703,3.28,0.36238644733611586,1.5929951690821256,0.399628688031043,-2382.0,5.570669233666764,1.0,35.11206896551724,31.0,8856.0,-3713.0,-13.166666666666666,11.343850250620191,,-4.728642461606237,,,,,TURNAROUND,-22.397399063784775,,,,,TURNAROUND,-19.72584382397693,,,,14.07,16.71,2024.0,,,,,"Bharat Heavy Electricals Limited
",Industrials,Capital Goods
2575,BOSCHLTD,Mar 2024,14.886112273569676,12.524660728164047,20.639920424403183,20.6,0.003232758620689655,71.7843137254902,0.9638144626908672,1536.0,1.6918754110121361,844.0,402.1333333333333,44.0,39.0,1253.0,0.5032128514056224,19.843289373663996,,6.717165240230294,,,,72.86912600423906,,9.275930793686072,,,,72.64984767834024,,9.261870727688626,,,,51.68,56.6,2024.0,,,,,Bosch Ltd,Consumer Discretionary,Auto Ancillaries
2588,BPCL,Mar 2024,5.994201967046283,9.837909494446341,35.511337343822305,32.1,0.7218747934157467,11.355507351168956,2.213651947949293,25415.0,2.3480024906099985,62.0,35.40964419475655,33.0,54599.0,35936.0,1.3379500353698945,24.863629368132333,,8.483226324685255,,,,15.748130122124548,,25.790698729746552,,,,18.776353612992548,,28.063048802615654,,,,70.19,94.48,2024.0,,,,,Bharat Petroleum Corporation Ltd,Energy,Oil & Gas Refining
2601,BRITANNIA,Mar 2024,12.725863199952292,18.886039716142882,54.14869322506978,48.9,0.5239786856127886,20.597560975609756,1.8484347442680775,3050.0,2.844534557815016,89.0,164.20833333333334,83.0,2065.0,2573.0,1.2057169634489222,8.479583308976203,,8.690023727476138,,,,4.856654873228505,,13.063515827454196,,,,4.946129761743845,,13.14353769849137,,,,66.32,83.31,2024.0,,,,,Britannia Industries Ltd,Consumer Staples,Food Products
2614,CANBK,Mar 2024,13.935160470145405,41.753906568101414,16.716051794688113,6.63,14.867419925542423,1.6106611743349857,0.0719985042520674,13296.0,1.583438141857961,17.0,50.78996692392503,19.0,1369780.0,15046.0,0.9769495487306019,16.302939300232524,,18.17561078322378,,,,73.3401622666352,,85.7752850068174,,,,61.980590063874175,,53.4206382524911,,,,54.08,75.84,2024.0,,,,,Canara Bank,Financials,Public Sector Banks
2627,CHOLAFIN,Mar 2024,17.846892448990243,28.10102802275218,17.455213596692694,10.4,6.863420609401317,21.211764705882352,0.12230192869816066,-38538.0,14.898502322183374,41.0,116.625,5.0,134475.0,-35683.0,-10.433625730994152,25.985530916686983,,21.939164804975263,,,,31.008346108097527,,23.363417251672082,,,,29.2240709727595,,22.275238764557947,,,,32.33,44.58,2024.0,,,,,Cholamandalam Investment & Finance Company Ltd,Financials,Consumer Finance
2640,CIPLA,Mar 2024,16.11701714906495,75.59168153953597,15.554557028383135,22.8,0.020931625851868495,35.33876811594203,0.7922417237881536,1152.0,11.569799022270505,51.0,165.87577639751552,25.0,559.0,4134.0,0.9951853635050554,10.389755935227928,,9.513860126378049,,,,20.249546582874324,,22.726834848000887,,,,19.348319192733697,,21.832544608565986,,,,55.36,81.37,2024.0,,,,,"Cipla Ltd
",Healthcare,Pharmaceuticals
2653,COALINDIA,Mar 2024,26.25628846856468,66.29380849329698,45.16982956605826,63.6,0.0788468512027076,11.24178180085755,0.6018691588785047,13617.0,3.151963126387679,61.0,13.423657309751745,42.0,6523.0,18103.0,0.48443897348069254,16.493956528516662,,7.402890725901301,,,,43.28908935217686,,16.43231987118112,,,,42.6823258428825,,16.851518569430034,,,,78.39,94.1,2024.0,,,,,Coal India Ltd,Materials,Mining & Metals
2666,DABUR,Mar 2024,14.600128990648178,19.348597226701063,18.355969997972835,22.3,0.13835394283397526,23.241935483870968,0.8205874569992061,1042.0,7.828119961302805,10.0,55.740112994350284,53.0,1365.0,2013.0,1.1115405853119824,9.061384362071356,,7.814065037783324,,,,2.231072252692079,,4.604418961155621,,,,0.0,,4.563955259127317,,,,49.44,58.78,2024.0,,,,,Dabur India Ltd,Consumer Staples,Personal Products
2679,DIVISLAB,Mar 2024,20.395156150414277,28.170809432759718,11.78984599513669,16.5,0.0002210596124088129,636.25,0.5074385510996119,992.0,3.4289356277884,60.0,256.0566037735849,50.0,3.0,1261.0,0.788125,4.025743333608478,,9.664930361854074,,,,-6.919343378939391,,3.4104521925080844,,,,-7.168223327744416,,3.303780411393231,,,,51.99,73.92,2024.0,,,,,Divis Laboratories Ltd,Healthcare,Pharmaceuticals
2692,DLF,Mar 2024,42.38369379181578,33.04807841916913,6.908270142781061,5.74,0.12259389820192235,7.457865168539326,0.10880495691479457,1010.0,23.79025984129454,11.0,79.65858585858585,45.0,4834.0,2539.0,0.9320851688693098,5.883921200220743,,-5.136730668466605,,,,35.99602527786225,,15.697066513836644,,,,40.10196653276936,,12.888132073019754,,,,43.63,81.69,2024.0,,,,,DLF Ltd,Real Estate,Real Estate
2705,DMART,Mar 2024,4.993207190533383,8.084427730414067,13.56294790886726,19.4,0.031661140228901485,73.29310344827586,2.398875873795579,278.0,4.8593199314812265,39.0,28.721966205837173,0.0,592.0,2746.0,1.082807570977918,28.132551951927297,,20.48312440202782,,,,32.144934169439935,,22.96698996520703,,,,31.88798361621814,,22.740337821451305,,,,55.03,61.31,2024.0,,,,,Avenue Supermarts Ltd,Consumer Discretionary,Retail
2718,DRREDDY,Mar 2024,19.913605369319196,28.321016743422227,19.74233736816026,26.5,0.07085722375592836,51.707602339181285,0.7223053120165034,509.0,14.401485130841454,67.0,340.4096385542169,12.0,2002.0,4543.0,0.8144496235209753,13.71726615103832,,12.639644349571988,,,,41.90561020689674,,23.392504645437473,,,,42.81779454599071,,23.842409558387544,,,,61.39,94.69,2024.0,,,,,Dr Reddys Laboratories Ltd,Healthcare,Pharmaceuticals
2731,EICHERMOT,Mar 2024,24.195694242864054,26.179245283018872,22.172346910501524,31.1,0.023219728456636186,114.70588235294117,0.7153796236210254,890.0,17.138364779874212,146.0,668.3333333333334,35.0,419.0,3724.0,0.9307673081729567,23.776441520116,,11.036936496739692,,,,43.747506025200565,,12.675841665377696,,,,43.89717190746498,,12.505451629050324,,,,63.76,73.6,2024.0,,,,,Eicher Motors Ltd,Consumer Discretionary,Two Wheelers
2744,GAIL,Mar 2024,7.433122166511544,10.743987750322754,12.861540060002339,14.7,0.28304998896060884,23.624478442280946,1.0680883472962681,4360.0,6.174377758429158,15.0,11.710570342205322,37.0,21794.0,12586.0,1.270928001615672,32.42353373080278,,11.825154521824267,,,,17.25429359158057,,8.608876760374562,,,,18.56311014966876,,8.447177119769854,,,,47.14,59.6,2024.0,,,,,GAIL (India) Ltd,Energy,Gas Distribution
2757,GODREJCP,Mar 2024,-3.9798524404086266,20.977582292849036,-4.45308779171297,26.49,0.2557548817272583,2.412903225806452,0.7664201826881253,-1365.0,24.36861520998865,-5.0,123.50980392156863,,3222.0,2070.0,-3.6898395721925135,8.522532034887087,,6.447080048592069,,,,,DECLINE_TO_LOSS,,DECLINE_TO_LOSS,,,,DECLINE_TO_LOSS,,DECLINE_TO_LOSS,,,23.39,20.92,2024.0,,,,,Godrej Consumer Products Ltd,Consumer Staples,Personal Products
2770,GRASIM,Mar 2024,7.578371940325857,20.763028905617738,11.196462612658342,9.3,1.5470993649397087,3.015845639754231,0.3178182841724175,-33833.0,17.647238467528897,85.0,666.5639097744361,12.0,137155.0,-10719.0,-1.0798911948418295,19.68160909363319,,11.15172597339149,,,,12.415926079345653,,29.314249729328566,,,,10.499282680146527,,27.730844458753978,,,,30.87,38.48,2024.0,,,,,Grasim Industries Ltd,Industrials,Diversified Industrials
2783,HAL,Mar 2024,24.999177117277245,32.08913465652875,3816.5829145728644,38.9,0.6180904522613065,270.8837209302326,67.51333333333334,1814.0,21.105296073203647,114.0,39.8,31.0,123.0,8226.0,1.0830809743252139,9.909701355201484,,8.712548590236358,,,,32.85327865470051,,26.485270563052985,,,,33.420082436097246,,26.63896760913802,,,,78.35,100.0,2024.0,,,,,Hindustan Aeronautics Ltd,Industrials,Defence & Aerospace
2796,HAVELLS,Mar 2024,6.837009144701453,10.118343195266272,17.067275412917954,24.4,0.040687525177924,25.357142857142858,1.4952143489101584,335.0,8.703604088219473,20.0,118.2063492063492,44.0,303.0,1953.0,1.5365853658536586,21.14089015706202,,13.037907939063121,,,,6.77797587953104,,10.033231229420036,,,,5.566719197800074,,8.997698704834534,,,,50.82,64.33,2024.0,,,,,Havells India Ltd,Industrials,Consumer Electricals
2809,HCLTECH,Mar 2024,14.293122742532729,22.015594151738192,23.01393141233172,29.6,0.08435023365512796,46.46112115732369,1.1101650405025958,15840.0,6.012027694631208,58.0,125.7145488029466,90.0,5758.0,22448.0,1.428898790579249,13.396477329776978,,12.710299978373406,,,,12.043662852781601,,9.194090295112023,,,,12.257330985276148,,9.407036350794119,,,,66.67,79.47,2024.0,,,,,HCL Technologies Ltd,Information Technology,IT Services
2822,HDFCBANK,Mar 2024,23.07288232992184,61.41252040373843,14.33974005030719,7.67,6.808786667718385,1.4007688224792112,0.07038097917866981,35669.0,5.852303374945795,84.0,600.521052631579,23.0,3107503.0,19069.0,0.2913699844146319,30.186956140948773,,21.95098428169122,,,,27.12356908487252,,23.865063572879073,,,,13.140240479934251,,15.424788082530828,,,,56.12,78.77,2024.0,,,,,HDFC Bank Ltd,Financials,Private Banks
2835,HDFCLIFE,Mar 2024,1.5510139729213062,99.47675449833469,10.732306013909723,6.61,0.06477567162143734,192.2895238095238,0.33527042786773137,-2893.0,13.41518692970182,7.0,6.818224081822408,27.0,950.0,10721.0,6.81130876747141,12.366704821498665,,21.16813430936688,,,,4.966053172356233,,4.25449161597129,,,,0.0,,3.131030647754507,,,,44.12,61.53,2024.0,,,,,HDFC Life Insurance Company Ltd,Financials,Life Insurance
2847,HEROMOTOCO,Mar 2024,9.902352536452407,86.14676228532112,21.14243742584327,29.1,0.03423922255494661,47.268505079825836,1.4449202768324858,3095.0,4.8373865410569215,187.0,442.475,75.0,606.0,4923.0,1.3156066274719402,6.870906150291889,,2.1530677970544643,,,,8.421624634095327,,1.5441818871883894,,,,8.599939568135696,,1.6863437197464748,,,,49.32,53.27,2024.0,,,,,"Hero MotoCorp Ltd
",Consumer Discretionary,Two Wheelers
2860,HINDALCO,Mar 2024,4.702216130615571,88.94620349876368,9.567011474761177,11.3,0.5309290976579428,126.46543778801843,0.9360228499109322,9789.0,6.6062548040859035,45.0,478.13513513513516,8.0,56356.0,24056.0,2.368882323978336,17.830855223435172,,10.592433818985914,,,,42.85939867649064,,13.06871230695661,,,,41.155404332154276,,13.396657763302722,,,,51.33,58.09,2024.0,,,,,Hindalco Industries Ltd,Materials,Metals & Mining
2873,HINDUNILVR,Mar 2024,16.611735814915342,76.31672482874498,20.074973642078955,27.2,0.028974188761763442,57.847001223990205,0.7885945801322478,10145.0,8.601525138942742,44.0,217.94893617021276,96.0,1484.0,15469.0,1.504473837774752,9.589435897156351,,9.504485244074123,,,,8.729477470315782,,11.152950436803422,,,,8.974425081854953,,9.460878422315755,,,,62.74,78.11,2024.0,,,,,"Hindustan Unilever Ltd
",Consumer Staples,FMCG
2886,ICICIBANK,Mar 2024,28.888011233982798,62.41380175029464,17.99027109750765,7.6,6.445624336310825,1.3009461331381824,0.06747535915921023,12547.0,90.7350986734873,63.0,182.308896797153,16.0,1651008.0,157284.0,3.4132071786636575,21.39660074377121,,17.25086850260209,,,,31.28635844345755,,51.94877118224903,,,,32.63524026321307,,55.18455739153598,,,,63.2,88.95,2024.0,,,,,ICICI Bank Ltd,Financials,Private Banks
2899,ICICIGI,Mar 2024,9.366915605017816,87.42129155073948,15.7230643179025,22.5,0.0028676771814829987,160.02678571428572,0.3236083907247109,486.0,9.37667789329819,39.0,24.75659229208925,28.0,35.0,2407.0,1.2542991141219386,18.98796206427069,,12.911841003362579,,,,9.217125634550683,,12.839173718198161,,,,6.816467042447916,,11.139222486886503,,,,54.45,76.37,2024.0,,,,,ICICI Lombard General Insurance Company Ltd,Financials,General Insurance
2912,ICICIPRULI,Mar 2024,0.942341125272681,102.02531365231931,7.732848705134029,8.75,0.10904134484325306,31.021548821548823,0.3020290902037117,105.0,8.216417331989769,6.0,7.63705759888966,10.0,1200.0,-7315.0,-8.595769682726205,2.777335010929405,,16.84553965244746,,,,-3.803953723638853,,-5.6631941891523425,,,,-5.008574840700353,,-5.591248870509801,,,,31.91,43.98,2024.0,,,,,ICICI Prudential Life Insurance Company Ltd,Financials,Life Insurance
2925,INDIGO,Mar 2024,11.852722628584697,76.29890862649484,892.568306010929,24.5,0.018579234972677595,22.612639724849526,56.38625204582652,9424.0,17.065772669220944,212.0,19.0625,0.0,17.0,21183.0,2.5937308681278317,67.58091776468258,,19.313355125806165,,,,,TURNAROUND,120.69250867467933,,,,,TURNAROUND,121.23568222761168,,,,78.73,94.68,2024.0,,,,,Interglobe Aviation Ltd,Consumer Discretionary,Airlines
2938,INDUSINDBK,Mar 2024,19.56369677362945,38.55469091544986,14.252273197764223,7.93,6.885742949503957,1.8795270558159352,0.08884228106460039,-17468.0,1.3661799422925593,115.0,80.7159383033419,14.0,432404.0,-16843.0,-1.8818994413407821,16.410290098595137,,15.495613083358029,,,,46.680462139134974,,22.077464953948358,,,,45.93698581900316,,15.895621875417865,,,,28.34,38.85,2024.0,,,,,IndusInd Bank Ltd,Financials,Private Banks
2951,INFY,Mar 2024,17.08075746730006,23.703390381987376,29.788006718416632,40.0,0.09486358890553362,87.52340425531915,1.129760329363329,20117.0,3.314244810307802,63.0,42.54756156446161,,8359.0,25210.0,0.9604541298384639,15.216500798806365,,13.199100930556229,,,,10.558796476740762,,11.239419983657939,,,,11.868894208139679,,12.474611314209483,,,,75.14,91.02,2024.0,,,,,Infosys Ltd,Information Technology,IT Services
2964,IOC,Mar 2024,5.559462717942377,9.743776019125345,23.53162465856491,21.31,0.7230954600718581,10.282324578099226,1.6084096601703395,39635.0,4.052800791393595,30.0,13.318109207086843,40.0,132628.0,71099.0,1.6472973286068442,28.727791225279177,,8.008755667240486,,,,25.64085913541887,,20.099089966731643,,,,25.99210498948732,,20.11244339814313,,,,59.97,79.01,2024.0,,,,,"Indian Oil Corporation
",Energy,Oil & Gas Refining
2975,IRCTC,Mar 2024,26.01873536299766,34.33255269320843,34.39628482972136,53.8,0.018575851393188854,82.73684210526316,0.7010343129207027,667.0,5.035128805620609,14.0,20.1875,47.0,60.0,882.0,0.7938793879387939,76.46921430165466,,17.955244103890912,,,,81.11627776293705,,29.16686408659448,,,,91.29311827723889,,28.473515712343932,,,,79.77,96.14,2024.0,,,,,Indian Railway Catering & Tourism Corporation Ltd,Consumer Discretionary,Travel & Tourism
2988,IRFC,Mar 2024,24.064552448864703,99.50459748545694,13.038085361638096,5.73,8.378352548852153,1.3194865927068304,0.05492885738906,7906.0,0.030024394820791892,5.0,3.763027010482822,31.0,412039.0,7914.0,1.2342482844666252,19.101938730495593,,19.06740855567788,,,,13.236946449292141,,23.245023933940367,,,,18.56311014966876,,20.11244339814313,,,,51.76,72.51,2024.0,,,,,Indian Railway Finance Corporation Ltd,Financials,Speciality Finance
3001,ITC,Mar 2024,29.282025230717128,37.0177518132814,27.851074395694365,34.76,0.004066731984914169,362.9625,0.7723477995509732,18742.0,2.205571077808822,16.0,59.701121794871796,84.0,303.0,17179.0,0.8278637174112091,12.890307004910628,,7.950896846254429,,,,15.743119736566346,,10.083407558317958,,,,13.30326698854094,,9.856054330611785,,,,76.21,97.69,2024.0,,,,,"ITC Ltd
",Consumer Staples,Diversified FMCG
3014,JINDALSTEL,Mar 2024,11.802438733764944,20.260555268697622,13.410506363390198,13.2,0.3716941962270963,8.004636785162287,0.6400172860847018,-2336.0,16.570679588513325,58.0,443.16,3.0,16472.0,6008.0,1.010937237085647,13.346256701428505,,1.4028310947741707,,,,11.676303196350535,,,TURNAROUND,,,17.230827599961064,,,TURNAROUND,,,29.53,29.07,2024.0,,,,,Jindal Steel & Power Ltd,Materials,Steel
3017,JIOFIN,Mar 2024,86.52291105121293,84.04312668463612,1.153456416595399,2.16,0.0,198.8,0.012805202156520298,763.0,77.68194070080862,3.0,21.902565716984103,0.0,0.0,-678.0,-0.4224299065420561,,,,,,,,,,,,,,,,,,,39.51,54.9,2024.0,,,,,Jio Financial Services Ltd,Financials,Diversified Financials
3030,JSWENERGY,Mar 2024,15.018283127285393,46.857043357130415,8.280529953917052,8.59,1.5156009984639016,2.8514369215781783,0.19883324389357246,-1963.0,71.36514017064252,10.0,12.694698354661792,19.0,31573.0,6234.0,3.6139130434782607,18.389287172901202,,4.6799560539164675,,,,27.976360369609466,,20.322431469794555,,,,25.99210498948732,,20.11244339814313,,,,37.87,45.57,2024.0,,,,,JSW Energy Ltd,Energy,Power & Utilities
3043,JSWSTEEL,Mar 2024,5.127252779904689,16.089162657280323,11.5528718021347,13.36,1.1328071688833383,3.659099321406539,0.7679137157851319,-2389.0,8.266573717472543,36.0,254.65245901639344,25.0,87984.0,12078.0,1.3460381143430291,29.901036567598815,,15.604695052452788,,,,4.455778963004109,,3.585216043903361,,,,2.9428498400178693,,2.3836255539609663,,,,34.72,35.98,2024.0,,,,,JSW Steel Ltd,Materials,Steel
3056,KOTAKBANK,Mar 2024,32.386151466116615,83.66733645109092,14.013018188532914,7.86,4.003739266919029,1.2363751084470385,0.07325702420450533,6766.0,15.859665344879707,92.0,130.75653923541248,2.0,520374.0,15685.0,0.8611980453522209,19.66335897034557,,13.51960376324537,,,,22.162712282993226,,20.38200065626572,,,,22.538513504568325,,19.344070441601247,,,,52.74,73.91,2024.0,,,,,"Kotak Mahindra Bank Ltd
",Financials,Private Banks
3063,LICI,Mar 2024,4.836600998148862,3.87474201090824,49.44710986501021,63.79,0.0,371.9375,0.15913440945875762,853.0,2.986999477520373,66.0,13.082529644268774,15.0,0.0,26122.0,0.6384299540522045,6.981735429882496,,8.15986061977938,,,,139.6168760853028,,73.17556747076097,,,,111.25903832908759,,,,,,70.89,100.0,2024.0,,,,,Life Insurance Corporation of India,Financials,Life Insurance
